City,StateProvinceName,CountryRegionName,BirthDate,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,BikeBuyer,AvgMonthSpend
Saint-Denis,Seine Saint Denis,France,2/10/1973 12:00:00 AM,Bachelors,Skilled Manual,F,M,1,1,1,2,53201,1,51.09
Cheltenham,England,United Kingdom,6/22/1979 12:00:00 AM,Partial College,Skilled Manual,M,S,0,0,0,0,52244,1,50.07
Neunkirchen,Saarland,Germany,7/13/1972 12:00:00 AM,Partial College,Clerical,F,S,1,0,0,0,81991,1,52.39
Victoria,British Columbia,Canada,3/12/1990 12:00:00 AM,Graduate Degree,Clerical,F,M,1,3,1,1,83032,1,51.7
Novato,California,United States,3/23/1984 12:00:00 AM,Bachelors,Management,F,S,1,1,0,0,106366,0,51.34
Corvallis,Oregon,United States,8/23/1974 12:00:00 AM,Partial High School,Manual,M,S,0,0,0,0,27987,0,54.29
Berks,England,United Kingdom,7/2/1986 12:00:00 AM,High School,Skilled Manual,M,S,0,2,0,0,56597,1,54.93
Liverpool,England,United Kingdom,3/18/1985 12:00:00 AM,Bachelors,Skilled Manual,F,M,1,2,0,2,57575,0,48.27
Spokane,Washington,United States,8/5/1976 12:00:00 AM,High School,Skilled Manual,M,M,1,1,1,2,57906,1,56.01
Paris,Seine (Paris),France,2/22/1989 12:00:00 AM,Bachelors,Management,M,M,1,2,1,2,108148,1,52.94
Colma,California,United States,8/12/1971 12:00:00 AM,Partial College,Manual,M,S,1,0,0,0,27973,0,50.16
Croix,Nord,France,8/6/1989 12:00:00 AM,Bachelors,Manual,F,M,0,0,1,1,29233,0,49.87
Sooke,British Columbia,Canada,6/5/1968 12:00:00 AM,High School,Manual,M,S,1,0,0,0,26549,0,57.66
Long Beach,California,United States,5/17/1971 12:00:00 AM,Partial College,Clerical,F,M,1,3,1,1,84105,1,52.7
Saint-Denis,Seine Saint Denis,France,11/25/1980 12:00:00 AM,High School,Skilled Manual,F,S,0,1,0,0,59405,0,48.84
Wollongong,New South Wales,Australia,1/16/1970 12:00:00 AM,Partial College,Manual,F,M,1,1,1,2,36556,0,48.42
Esher-Molesey,England,United Kingdom,2/16/1978 12:00:00 AM,Partial College,Skilled Manual,M,M,1,0,1,2,62072,1,58.75
Geelong,Victoria,Australia,3/10/1981 12:00:00 AM,Partial College,Skilled Manual,M,S,0,2,0,0,56298,1,59.33
Tacoma,Washington,United States,5/20/1986 12:00:00 AM,Bachelors,Management,M,M,1,0,1,1,111303,1,59.26
Port Macquarie,New South Wales,Australia,4/10/1955 12:00:00 AM,Partial College,Skilled Manual,M,S,1,1,1,1,56886,1,49.72
Springwood,New South Wales,Australia,4/28/1998 12:00:00 AM,Bachelors,Management,F,S,0,2,0,0,108715,1,52.82
Coronado,California,United States,9/2/1965 12:00:00 AM,Partial High School,Manual,M,M,1,1,0,2,34430,0,46.99
Concord,California,United States,2/16/1984 12:00:00 AM,Graduate Degree,Manual,M,S,0,0,0,0,30553,1,52.52
Lincoln Acres,California,United States,7/15/1999 12:00:00 AM,Partial College,Manual,M,S,0,1,0,0,32712,1,49.79
Coffs Harbour,New South Wales,Australia,5/12/1998 12:00:00 AM,Partial College,Manual,F,S,0,0,0,0,29739,0,47.12
Reading,England,United Kingdom,8/25/1990 12:00:00 AM,Graduate Degree,Professional,M,M,1,2,0,0,136633,0,52.77
Tacoma,Washington,United States,12/7/1966 12:00:00 AM,Bachelors,Professional,F,M,1,2,2,2,128834,1,52.44
Renton,Washington,United States,9/9/1968 12:00:00 AM,Partial College,Management,M,S,1,2,0,0,111623,1,55.13
Villeneuve-d'Ascq,Nord,France,5/7/1981 12:00:00 AM,Graduate Degree,Manual,F,M,1,0,0,2,33122,1,46.69
Frankfurt,Hessen,Germany,10/8/1979 12:00:00 AM,Bachelors,Clerical,F,M,1,2,2,2,86409,1,53.72
Coronado,California,United States,2/20/1968 12:00:00 AM,Partial College,Manual,F,M,1,0,0,2,34764,0,45.83
Shawnee,British Columbia,Canada,4/2/1956 12:00:00 AM,Partial College,Clerical,F,S,1,0,0,1,81028,1,50.68
Salzgitter,Hessen,Germany,3/6/1993 12:00:00 AM,Partial High School,Skilled Manual,M,S,0,1,0,0,57816,0,51.78
Burbank,California,United States,2/15/1978 12:00:00 AM,Graduate Degree,Professional,F,S,1,2,0,0,127398,0,55.13
Bottrop,Nordrhein-Westfalen,Germany,6/2/1995 12:00:00 AM,Partial College,Skilled Manual,F,S,0,0,0,0,54258,0,51.58
East Brisbane,Queensland,Australia,12/11/1999 12:00:00 AM,Partial College,Clerical,M,M,0,2,0,0,83430,1,50.54
Colomiers,Garonne (Haute),France,10/5/1986 12:00:00 AM,Bachelors,Skilled Manual,F,S,0,1,0,0,60569,0,52.4
North Ryde,New South Wales,Australia,9/9/1995 12:00:00 AM,Bachelors,Clerical,M,M,0,2,0,0,77703,1,50.07
Springwood,New South Wales,Australia,12/24/1995 12:00:00 AM,Bachelors,Clerical,M,M,0,2,0,0,85815,0,50.41
München,Hessen,Germany,11/15/1991 12:00:00 AM,Partial College,Clerical,M,S,0,0,0,0,81625,0,51.96
South Melbourne,Victoria,Australia,5/28/1984 12:00:00 AM,Bachelors,Skilled Manual,M,S,0,1,0,0,58797,0,55.61
Grevenbroich,Bayern,Germany,2/26/1977 12:00:00 AM,Partial College,Clerical,M,M,1,1,0,1,76807,1,54.39
London,England,United Kingdom,3/15/1991 12:00:00 AM,Partial College,Clerical,M,S,0,3,0,0,79702,1,52.04
Goulburn,New South Wales,Australia,7/11/1982 12:00:00 AM,Bachelors,Professional,M,M,1,2,0,0,130128,1,51.3
Chula Vista,California,United States,5/25/1979 12:00:00 AM,Partial College,Clerical,M,S,1,3,0,0,78784,1,56.45
Sydney,New South Wales,Australia,11/5/1971 12:00:00 AM,High School,Skilled Manual,F,S,1,1,0,0,60552,0,48.32
Silverwater,New South Wales,Australia,6/19/1996 12:00:00 AM,Bachelors,Management,F,S,0,1,0,0,112293,0,53.9
Geelong,Victoria,Australia,8/19/1961 12:00:00 AM,Bachelors,Clerical,M,M,1,1,2,2,83195,1,49.71
Reading,England,United Kingdom,8/15/1989 12:00:00 AM,Partial College,Management,F,S,0,3,0,0,110399,1,52.13
Kirkland,Washington,United States,4/6/1998 12:00:00 AM,Partial College,Clerical,F,S,0,2,0,0,77784,1,51.12
Olympia,Washington,United States,5/27/1992 12:00:00 AM,Bachelors,Skilled Manual,F,M,0,1,0,1,61581,1,48.85
Glendale,California,United States,11/20/1992 12:00:00 AM,Graduate Degree,Skilled Manual,M,M,0,2,0,1,52075,1,48.61
Beaverton,Oregon,United States,3/2/1988 12:00:00 AM,Partial College,Clerical,F,S,0,2,0,0,80947,1,51.99
High Wycombe,England,United Kingdom,6/17/1993 12:00:00 AM,Partial High School,Manual,M,S,0,0,0,0,34817,0,49
Sydney,New South Wales,Australia,4/21/1985 12:00:00 AM,Bachelors,Management,F,S,1,0,0,0,101932,0,52.4
Daly City,California,United States,11/17/1977 12:00:00 AM,High School,Manual,M,M,1,0,0,1,25849,0,49.01
Concord,California,United States,11/27/1975 12:00:00 AM,Partial College,Skilled Manual,M,M,1,1,2,2,56314,1,53.17
El Cajon,California,United States,6/25/1966 12:00:00 AM,Bachelors,Skilled Manual,M,M,1,0,0,2,59647,1,48.46
Kirkby,England,United Kingdom,2/17/1957 12:00:00 AM,Bachelors,Skilled Manual,F,M,1,0,1,2,56363,1,51.77
Tremblay-en-France,Seine Saint Denis,France,9/28/1946 12:00:00 AM,High School,Skilled Manual,F,S,1,2,1,1,53328,1,49.17
Bendigo,Victoria,Australia,4/12/1988 12:00:00 AM,Bachelors,Manual,M,M,0,0,0,2,33972,0,45.72
Chula Vista,California,United States,11/2/1999 12:00:00 AM,Partial College,Skilled Manual,F,S,0,1,0,0,56351,0,48.12
Colma,California,United States,6/26/1990 12:00:00 AM,Bachelors,Skilled Manual,F,M,0,1,1,2,53910,1,52.6
Newcastle,New South Wales,Australia,8/7/1996 12:00:00 AM,High School,Skilled Manual,M,S,0,1,0,0,56661,0,48.19
Spokane,Washington,United States,8/13/1957 12:00:00 AM,High School,Manual,F,M,1,0,1,2,32751,1,49.9
Erlangen,Bayern,Germany,4/8/1992 12:00:00 AM,Partial High School,Manual,F,S,0,1,0,0,28540,0,47.97
Berkeley,California,United States,10/28/1983 12:00:00 AM,Bachelors,Management,F,S,1,0,0,0,111071,0,53.78
Sunbury,Victoria,Australia,6/27/1988 12:00:00 AM,Bachelors,Management,F,M,1,2,1,2,103360,1,54.02
National City,California,United States,5/12/1976 12:00:00 AM,High School,Skilled Manual,M,M,1,1,0,2,61593,0,58.15
Rockhampton,Queensland,Australia,6/19/1993 12:00:00 AM,Partial College,Clerical,F,S,0,1,0,0,79097,0,52.66
Milsons Point,New South Wales,Australia,9/22/1988 12:00:00 AM,Bachelors,Clerical,F,S,0,1,0,0,86164,0,50.07
Bremerton,Washington,United States,8/18/1996 12:00:00 AM,High School,Manual,M,M,0,0,0,0,26031,0,45.42
Goulburn,New South Wales,Australia,3/19/1981 12:00:00 AM,Partial College,Skilled Manual,F,S,0,2,0,0,55791,1,52.62
Bendigo,Victoria,Australia,6/27/1996 12:00:00 AM,Bachelors,Professional,F,S,0,1,0,0,131432,0,54.64
Palo Alto,California,United States,10/15/1981 12:00:00 AM,Bachelors,Skilled Manual,F,M,1,0,1,2,60994,1,50.64
Paris,Seine (Paris),France,5/9/1998 12:00:00 AM,Partial College,Manual,M,M,0,0,0,0,29718,0,45.42
Port Macquarie,New South Wales,Australia,6/2/2000 12:00:00 AM,Bachelors,Management,M,M,0,0,0,0,106906,1,51.57
Renton,Washington,United States,11/8/1975 12:00:00 AM,Graduate Degree,Professional,F,S,1,3,0,0,130996,1,52.37
Matraville,New South Wales,Australia,3/11/1984 12:00:00 AM,Bachelors,Clerical,M,S,0,2,0,0,83699,1,54.7
W. Linn,Oregon,United States,9/27/1971 12:00:00 AM,Partial College,Management,F,M,1,1,1,1,108050,1,52.83
Newport Beach,California,United States,10/28/1997 12:00:00 AM,Partial College,Skilled Manual,M,S,0,1,0,0,53986,0,50.44
Milwaukie,Oregon,United States,1/4/1970 12:00:00 AM,Partial College,Clerical,F,S,1,3,0,0,85576,0,50.83
Rockhampton,Queensland,Australia,11/11/1964 12:00:00 AM,High School,Clerical,F,M,1,1,1,2,86359,1,52.69
Warrington,England,United Kingdom,6/28/1976 12:00:00 AM,Partial College,Clerical,M,S,1,0,0,0,87073,1,53.08
Caloundra,Queensland,Australia,2/3/1991 12:00:00 AM,Partial High School,Manual,M,M,0,1,0,1,33725,0,46.11
Brisbane,Queensland,Australia,6/13/1981 12:00:00 AM,Partial College,Clerical,F,S,1,2,0,0,76430,1,53.95
Springwood,New South Wales,Australia,11/18/1989 12:00:00 AM,Graduate Degree,Management,M,M,1,3,1,2,104736,1,53.53
Bremerton,Washington,United States,11/23/1955 12:00:00 AM,Graduate Degree,Professional,M,M,1,1,1,2,130054,1,54.54
Kirkland,Washington,United States,10/21/1959 12:00:00 AM,Graduate Degree,Professional,F,M,1,3,0,3,132012,0,51.48
Marysville,Washington,United States,3/10/1982 12:00:00 AM,Partial College,Clerical,M,M,1,2,0,2,78259,1,49.4
Kiel,Saarland,Germany,5/25/1977 12:00:00 AM,Partial College,Skilled Manual,M,S,1,2,0,0,62052,1,54.25
Dunkerque,Nord,France,5/25/1958 12:00:00 AM,Bachelors,Management,F,S,1,1,0,1,112084,0,51.26
Matraville,New South Wales,Australia,4/27/1988 12:00:00 AM,Bachelors,Clerical,M,S,0,3,0,0,82046,0,53.24
Bellingham,Washington,United States,11/2/1978 12:00:00 AM,High School,Skilled Manual,M,S,0,1,0,0,62153,0,51.67
Chula Vista,California,United States,4/16/1989 12:00:00 AM,Graduate Degree,Professional,M,S,1,2,0,0,135088,1,53.18
National City,California,United States,12/20/1982 12:00:00 AM,Bachelors,Professional,M,M,1,0,0,2,128503,1,53.49
Spokane,Washington,United States,8/19/1980 12:00:00 AM,Partial College,Management,F,M,1,2,0,2,103381,0,50.49
Everett,Washington,United States,2/7/1979 12:00:00 AM,Graduate Degree,Clerical,M,S,1,1,0,0,83974,0,57.18
Bellingham,Washington,United States,6/11/1961 12:00:00 AM,Bachelors,Skilled Manual,F,M,1,0,0,3,58525,0,48.43
Colma,California,United States,4/25/1988 12:00:00 AM,Graduate Degree,Professional,M,M,1,3,0,0,139099,0,52
Milwaukie,Oregon,United States,4/20/1981 12:00:00 AM,High School,Skilled Manual,M,M,1,2,1,2,61936,1,56.72
Beaverton,Oregon,United States,2/9/1985 12:00:00 AM,Bachelors,Management,M,S,1,2,0,0,109016,1,53.43
Silverwater,New South Wales,Australia,3/14/1970 12:00:00 AM,Partial High School,Manual,F,S,1,0,0,0,29163,0,47.66
Beverly Hills,California,United States,9/26/1995 12:00:00 AM,High School,Clerical,M,M,0,0,0,0,79643,1,49.5
Dunkerque,Nord,France,4/9/1982 12:00:00 AM,Graduate Degree,Professional,M,S,1,2,0,0,128698,1,56.66
Geelong,Victoria,Australia,2/25/1993 12:00:00 AM,Bachelors,Manual,M,M,0,0,0,0,29151,0,45.33
Redwood City,California,United States,4/3/1998 12:00:00 AM,Partial College,Clerical,M,M,0,1,0,0,86549,0,49.99
Sunbury,Victoria,Australia,3/23/1974 12:00:00 AM,Partial High School,Manual,F,S,0,1,0,0,27755,0,45.61
Paris,Seine (Paris),France,11/19/1972 12:00:00 AM,Partial College,Clerical,M,M,1,3,2,2,83244,1,57.72
Marysville,Washington,United States,1/25/1989 12:00:00 AM,Graduate Degree,Professional,M,M,1,0,1,2,131317,1,54.32
Darlinghurst,New South Wales,Australia,3/7/1979 12:00:00 AM,Bachelors,Clerical,F,M,1,1,0,1,82533,0,50.19
Port Macquarie,New South Wales,Australia,9/13/1991 12:00:00 AM,Partial High School,Skilled Manual,M,M,0,1,1,2,61347,1,52.64
Marysville,Washington,United States,7/17/1981 12:00:00 AM,High School,Manual,F,M,1,0,0,1,28492,0,45.8
Duesseldorf,Hessen,Germany,6/19/1988 12:00:00 AM,Partial College,Skilled Manual,F,M,0,1,0,1,59166,1,48.93
Newcastle upon Tyne,England,United Kingdom,7/27/1986 12:00:00 AM,High School,Skilled Manual,F,S,0,2,0,0,51183,0,49.5
Berkeley,California,United States,2/2/1991 12:00:00 AM,Graduate Degree,Skilled Manual,F,M,0,1,0,1,52618,1,48.39
Berkeley,California,United States,10/22/1992 12:00:00 AM,Graduate Degree,Management,F,M,1,2,0,0,101780,1,51.3
Paderborn,Nordrhein-Westfalen,Germany,4/14/1975 12:00:00 AM,Partial College,Skilled Manual,M,S,1,0,0,0,51517,1,56.41
Findon,South Australia,Australia,6/11/1980 12:00:00 AM,Partial College,Clerical,F,S,1,0,0,0,83395,0,50.29
Metchosin,British Columbia,Canada,8/8/1999 12:00:00 AM,Partial High School,Skilled Manual,F,S,0,1,0,0,53883,0,49.72
Salem,Oregon,United States,10/20/1950 12:00:00 AM,Graduate Degree,Clerical,F,M,1,2,0,2,84122,0,50.16
Dresden,Hessen,Germany,6/25/1995 12:00:00 AM,Partial College,Skilled Manual,M,S,0,1,0,0,56412,1,51.41
Burbank,California,United States,1/4/1958 12:00:00 AM,Bachelors,Clerical,M,M,1,2,0,3,82212,0,50.23
York,England,United Kingdom,7/6/1977 12:00:00 AM,Partial College,Skilled Manual,M,M,1,0,1,2,62159,1,58.32
Berkeley,California,United States,6/10/1981 12:00:00 AM,Bachelors,Skilled Manual,F,M,1,1,1,2,52899,1,49.29
Melbourne,Victoria,Australia,2/8/1977 12:00:00 AM,High School,Manual,F,M,1,1,1,2,28408,0,44.93
Lemon Grove,California,United States,5/19/1977 12:00:00 AM,Partial College,Management,M,M,1,2,0,2,112764,1,57.2
Rhodes,New South Wales,Australia,8/12/1995 12:00:00 AM,Bachelors,Clerical,M,S,0,1,0,0,85395,0,52.57
Springwood,New South Wales,Australia,11/26/1967 12:00:00 AM,Partial College,Clerical,F,M,1,2,0,2,79466,0,49.53
Lancaster,England,United Kingdom,5/9/1958 12:00:00 AM,Graduate Degree,Management,F,S,1,2,0,1,102086,0,55.09
Cheltenham,England,United Kingdom,12/18/1985 12:00:00 AM,Bachelors,Professional,F,M,1,3,0,2,135227,0,52.92
Malabar,New South Wales,Australia,11/25/1986 12:00:00 AM,Bachelors,Manual,M,M,0,0,1,2,29571,0,52.24
Kassel,Hessen,Germany,4/26/1970 12:00:00 AM,Partial College,Management,F,M,1,0,1,2,102262,1,53.02
Chula Vista,California,United States,11/25/1981 12:00:00 AM,High School,Skilled Manual,F,M,1,1,0,2,55333,0,48.66
Hawthorne,Queensland,Australia,4/20/1987 12:00:00 AM,Bachelors,Skilled Manual,F,M,1,1,0,1,61603,1,48.97
München,Hessen,Germany,4/13/1993 12:00:00 AM,Partial College,Management,F,S,0,1,0,0,111219,0,51.02
West Covina,California,United States,8/20/1995 12:00:00 AM,Partial College,Skilled Manual,F,S,0,1,0,0,60842,0,51.9
Warrnambool,Victoria,Australia,11/5/1972 12:00:00 AM,High School,Clerical,F,M,1,2,1,2,79425,1,52.86
Saarbrücken,Saarland,Germany,7/2/1998 12:00:00 AM,Partial College,Clerical,F,S,0,1,0,0,87070,0,51.05
Orly,Val de Marne,France,8/8/1986 12:00:00 AM,Partial High School,Manual,F,M,0,0,0,2,29544,0,45.94
Eilenburg,Brandenburg,Germany,4/3/1978 12:00:00 AM,Graduate Degree,Management,M,M,1,2,1,2,102734,1,59.06
London,England,United Kingdom,8/16/1969 12:00:00 AM,Partial College,Skilled Manual,F,M,1,0,0,2,52743,1,48.36
Novato,California,United States,11/26/1999 12:00:00 AM,Partial College,Skilled Manual,F,M,0,1,0,0,53601,0,48.81
Downey,California,United States,12/21/1996 12:00:00 AM,Partial College,Clerical,F,M,0,3,0,0,80255,1,50.73
Drancy,Seine Saint Denis,France,3/22/1977 12:00:00 AM,Partial College,Management,F,M,1,2,1,2,106822,1,53.52
Walla Walla,Washington,United States,2/26/1993 12:00:00 AM,Partial College,Management,F,S,0,2,0,0,105725,0,51.34
Port Orchard,Washington,United States,8/3/1976 12:00:00 AM,Partial College,Skilled Manual,F,M,1,1,1,1,58772,1,48.8
Torrance,California,United States,2/27/1971 12:00:00 AM,Partial College,Skilled Manual,F,M,1,1,1,1,52633,1,49.99
Oak Bay,British Columbia,Canada,11/13/1981 12:00:00 AM,High School,Skilled Manual,M,M,1,0,2,2,54886,1,49.19
Chula Vista,California,United States,7/3/1983 12:00:00 AM,Bachelors,Skilled Manual,F,S,0,1,0,0,53056,0,47.47
Perth,South Australia,Australia,3/12/1973 12:00:00 AM,Partial College,Clerical,F,M,1,3,2,2,86688,1,51.29
Leipzig,Nordrhein-Westfalen,Germany,10/3/1966 12:00:00 AM,Bachelors,Management,F,S,1,0,1,1,104339,1,54.41
Esher-Molesey,England,United Kingdom,7/11/1987 12:00:00 AM,Bachelors,Professional,M,S,1,1,0,0,134122,1,54.25
San Carlos,California,United States,10/6/1974 12:00:00 AM,Partial High School,Skilled Manual,M,M,1,1,0,2,52692,0,50.93
Seattle,Washington,United States,2/26/1993 12:00:00 AM,Graduate Degree,Management,F,S,0,3,0,0,108627,0,54.57
High Wycombe,England,United Kingdom,2/17/1986 12:00:00 AM,Graduate Degree,Professional,F,M,1,2,0,0,131014,1,52.35
Cliffside,British Columbia,Canada,4/19/1985 12:00:00 AM,Bachelors,Management,M,S,1,3,0,0,111487,0,57.27
Burien,Washington,United States,11/11/1998 12:00:00 AM,Partial College,Management,F,S,0,1,0,0,105341,0,54.66
Colma,California,United States,11/11/1986 12:00:00 AM,Graduate Degree,Professional,M,M,1,1,0,2,135249,0,54.75
Woodburn,Oregon,United States,11/26/1996 12:00:00 AM,Partial College,Skilled Manual,M,S,0,1,0,0,61884,1,51.95
Brisbane,Queensland,Australia,2/4/1981 12:00:00 AM,Partial College,Skilled Manual,F,S,0,0,0,0,57116,1,52.3
Sydney,New South Wales,Australia,1/28/1977 12:00:00 AM,High School,Clerical,M,M,1,0,0,1,80492,1,56.92
Lynnwood,Washington,United States,7/10/1997 12:00:00 AM,Partial College,Manual,M,S,0,0,0,0,34959,1,49.04
Oak Bay,British Columbia,Canada,2/10/1985 12:00:00 AM,Bachelors,Manual,F,S,0,1,0,0,29384,0,47.86
Vancouver,British Columbia,Canada,9/15/1959 12:00:00 AM,Graduate Degree,Professional,M,S,1,3,1,1,133279,1,55.16
West Sussex,England,United Kingdom,6/21/1988 12:00:00 AM,High School,Clerical,M,S,0,2,0,0,82508,0,51.98
Newton,British Columbia,Canada,3/28/1996 12:00:00 AM,Partial College,Management,M,M,1,2,0,0,103005,1,50.87
Langford,British Columbia,Canada,2/2/1988 12:00:00 AM,Bachelors,Management,M,M,1,3,0,0,112566,1,51.41
Rhodes,New South Wales,Australia,10/8/1989 12:00:00 AM,Graduate Degree,Professional,M,M,1,1,1,2,131374,1,54.96
Woodland Hills,California,United States,3/11/1972 12:00:00 AM,Partial High School,Skilled Manual,F,M,1,0,0,2,52564,0,48.34
Olympia,Washington,United States,10/4/1968 12:00:00 AM,Partial College,Clerical,M,M,1,1,0,2,81267,1,58.55
Springwood,New South Wales,Australia,4/8/1979 12:00:00 AM,Bachelors,Professional,F,M,1,2,1,2,135058,1,56.64
York,England,United Kingdom,10/23/1964 12:00:00 AM,Bachelors,Manual,F,M,1,0,1,2,34548,1,49.75
Rhodes,New South Wales,Australia,7/22/1988 12:00:00 AM,Bachelors,Skilled Manual,F,S,0,1,0,0,60654,0,51.94
Lane Cove,New South Wales,Australia,9/9/1996 12:00:00 AM,Bachelors,Manual,F,M,0,0,0,0,33670,1,45.77
Marysville,Washington,United States,10/3/1999 12:00:00 AM,Partial College,Clerical,M,S,0,3,0,0,84075,1,51.62
Bremerton,Washington,United States,10/11/1991 12:00:00 AM,Graduate Degree,Management,M,M,1,2,0,0,105459,1,50.84
San Carlos,California,United States,3/1/1982 12:00:00 AM,Bachelors,Skilled Manual,M,S,0,1,0,0,62517,1,58.92
Berkeley,California,United States,6/13/1990 12:00:00 AM,Graduate Degree,Skilled Manual,M,S,0,0,0,0,56912,1,48.77
Essen,Hamburg,Germany,11/2/1980 12:00:00 AM,Partial College,Clerical,F,M,1,2,0,2,87256,1,50.38
Hobart,Tasmania,Australia,11/13/1995 12:00:00 AM,Bachelors,Clerical,M,M,0,2,0,0,82579,1,49.66
Seattle,Washington,United States,11/27/1963 12:00:00 AM,Graduate Degree,Management,M,M,1,3,2,2,112613,1,51.92
Bremerton,Washington,United States,6/10/1972 12:00:00 AM,Partial High School,Manual,M,M,1,1,0,2,32747,0,49.24
Tremblay-en-France,Seine Saint Denis,France,11/19/1975 12:00:00 AM,Partial College,Manual,F,M,1,1,1,2,35944,1,49.24
Tacoma,Washington,United States,6/3/1978 12:00:00 AM,Graduate Degree,Clerical,F,S,1,2,0,0,77603,0,53.15
Chula Vista,California,United States,2/13/1981 12:00:00 AM,Partial College,Skilled Manual,M,M,1,1,2,2,54670,1,52.72
Beaverton,Oregon,United States,8/13/1977 12:00:00 AM,Partial High School,Skilled Manual,M,S,1,0,0,0,60733,1,56.15
Bottrop,Nordrhein-Westfalen,Germany,3/14/2000 12:00:00 AM,Partial High School,Manual,M,S,0,0,0,0,26366,0,47.32
Carrollton,Texas,United States,5/1/1966 12:00:00 AM,Bachelors,Skilled Manual,F,M,1,1,1,2,54580,1,49.59
Malabar,New South Wales,Australia,2/24/1958 12:00:00 AM,Bachelors,Management,F,M,1,2,0,2,111823,0,51.83
Bellflower,California,United States,10/23/1981 12:00:00 AM,Bachelors,Manual,M,S,0,1,0,0,27657,0,52.14
Newton,British Columbia,Canada,3/14/1982 12:00:00 AM,Bachelors,Management,F,S,1,1,0,0,103183,0,51.53
Goulburn,New South Wales,Australia,12/12/1989 12:00:00 AM,Graduate Degree,Professional,F,S,1,3,0,0,136858,1,53.41
Beverly Hills,California,United States,7/26/1996 12:00:00 AM,High School,Skilled Manual,M,S,0,2,0,0,54803,0,50.59
Frankfurt am Main,Saarland,Germany,1/9/1999 12:00:00 AM,Partial College,Clerical,M,S,0,2,0,0,85628,1,54.94
Spokane,Washington,United States,11/9/1996 12:00:00 AM,High School,Skilled Manual,F,S,0,1,0,0,54640,0,49.21
Newport Beach,California,United States,3/12/1999 12:00:00 AM,Partial College,Skilled Manual,F,S,0,1,0,0,61127,0,52.69
North Sydney,New South Wales,Australia,8/19/1979 12:00:00 AM,Bachelors,Professional,M,S,1,2,0,0,128454,1,59.39
Cergy,Val d'Oise,France,6/24/1981 12:00:00 AM,Partial College,Skilled Manual,M,S,0,1,0,0,51677,1,51.08
